,idx,impact,h_index,quartile
9413,9609085,"2,50",283,-
9414,9607108,"5,76",673,Q1
9415,9607166,1,1,Q4
9416,9612029,"0,93",119,Q2
9417,9606135,1,1,Q4
9418,9607143,"0,93",119,Q2
9419,9611045,1,1,Q4
9420,9603189,"0,93",119,Q2
9421,9611231,"2,07",174,Q1
9422,9609141,1,1,Q4
9423,9611201,"2,07",174,Q1
9424,9608104,"2,07",174,Q1
9425,9608043,1,1,Q4
9426,9606122,"2,07",174,Q1
9427,9607233,1,1,Q4
9428,9606175,"1,57",152,Q1
9429,9609034,"0,37",45,Q4
9430,9601028,1,1,Q4
9431,9603140,1,1,Q4
9432,9608002,"1,09",198,Q1
9433,9608049,1,1,Q4
9434,9603162,1,1,Q4
9435,9609157,1,1,Q4
9436,9605046,"1,18",108,Q1
9437,9603075,1,1,Q4
9438,9605065,1,1,Q4
9439,9601087,"5,07",274,Q1
9440,9609207,1,1,Q4
9441,9605051,"2,07",174,Q1
9442,9606133,"2,07",174,Q1
9443,9604166,"2,07",174,Q1
9444,9602037,"1,09",198,Q1
9445,9605230,1,1,Q4
9446,9603144,"2,07",174,Q1
9447,9609165,1,1,Q4
9448,9612193,1,1,Q4
9449,9608139,"2,50",283,-
9450,9612096,"2,07",174,Q1
9451,9601019,"0,39",44,Q3
9452,9611199,"5,07",274,Q1
9453,9604188,1,1,Q4
9454,9608123,1,1,Q4
9455,9608167,1,1,Q4
9456,9607241,1,1,Q4
9457,9604195,"2,50",283,-
9458,9607215,"2,07",174,Q1
9459,9610062,"5,07",274,Q1
9460,9602021,"0,96",56,Q2
9461,9602082,"2,07",174,Q1
9462,9610146,"1,18",108,Q1
9463,9603106,"2,50",283,-
9464,9606100,"1,09",198,Q1
9465,9606081,"1,18",108,Q1
9466,9611029,1,1,Q4
9467,9609019,"2,07",174,Q1
9468,9609239,"2,07",174,Q1
9469,9609168,"0,38",58,Q3
9470,9609039,1,1,Q4
9471,9602144,"2,50",283,-
9472,9605080,"1,08",88,Q2
9473,9603122,1,1,Q4
9474,9611219,1,1,Q4
9475,9612165,1,1,Q4
9476,9609185,"1,18",108,Q1
9477,9602107,"2,07",174,Q1
9478,9607235,1,1,Q4
9479,9612169,"0,02",24,Q4
9480,9608163,"2,07",174,Q1
9481,9606070,"5,07",274,Q1
9482,9610210,1,1,Q4
9483,9604080,"1,57",152,Q1
9484,9608197,"2,07",174,Q1
9485,9603117,"1,18",108,Q1
9486,9609107,"1,18",108,Q1
9487,9601117,1,1,Q4
9488,9610241,"1,69",116,Q1
9489,9605132,1,1,Q4
9490,9605055,1,1,Q4
9491,9605059,"2,07",174,Q1
9492,9609082,"5,07",274,Q1
9493,9607188,1,1,Q4
9494,9607217,"1,74",189,Q1
9495,9611194,1,1,Q4
9496,9605056,"2,50",283,-
9497,9609087,"2,50",283,-
9498,9602063,"2,50",283,-
9499,9612094,1,1,Q4
9500,9603126,"2,07",174,Q1
9501,9609088,"1,18",108,Q1
9502,9610020,"2,50",283,-
9503,9611037,"5,07",274,Q1
9504,9605053,"2,07",174,Q1
9505,9612055,"1,74",189,Q1
9506,9609010,"0,73",62,Q2
9507,9605044,1,1,Q4
9508,9610001,"2,07",174,Q1
9509,9608050,"2,50",283,-
9510,9603186,1,1,Q4
9511,9602013,"1,09",198,Q1
9512,9603169,"1,57",152,Q1
9513,9610023,1,1,Q4
9514,9610044,1,1,Q4
9515,9607109,1,1,Q4
9516,9608130,"2,07",174,Q1
9517,9610191,"1,69",116,Q1
9518,9603083,1,1,Q4
9519,9610148,"2,07",174,Q1
9520,9608165,1,1,Q4
9521,9606188,1,1,Q4
9522,9603048,1,1,Q4
9523,9610100,1,1,Q4
9524,9604011,1,1,Q4
9525,9601064,"2,50",283,-
9526,9610106,"2,50",283,-
9527,9603130,1,1,Q4
9528,9602150,1,1,Q4
9529,9605144,"2,07",174,Q1
9530,9606167,1,1,Q4
9531,9603010,"1,57",152,Q1
9532,9611002,1,1,Q4
9533,9602039,"1,08",88,Q2
9534,9606155,"1,09",198,Q1
9535,9604017,1,1,Q4
9536,9604065,1,1,Q4
9537,9603205,1,1,Q4
9538,9610009,1,1,Q4
9539,9605176,"5,76",673,Q1
9540,9611206,1,1,Q4
9541,9608079,"5,76",673,Q1
9542,9604113,"2,07",174,Q1
9543,9604078,1,1,Q4
9544,9603093,"2,07",174,Q1
9545,9608182,"5,76",673,Q1
9546,9612123,1,1,Q4
9547,9602078,1,1,Q4
9548,9607033,1,1,Q4
9549,9601112,1,1,Q4
9550,9611105,"2,07",174,Q1
9551,9612076,"2,50",283,-
9552,9602006,1,1,Q4
9553,9605093,"0,38",29,Q3
9554,9606057,1,1,Q4
9555,9605160,1,1,Q4
9556,9610122,"1,57",152,Q1
9557,9604023,1,1,Q4
9558,9603041,"2,50",283,-
9559,9601011,"2,07",174,Q1
9560,9603143,"1,01",60,Q2
9561,9602038,1,1,Q4
9562,9608179,"2,50",283,-
9563,9612097,"5,76",673,Q1
9564,9605003,"1,57",152,Q1
9565,9602057,"1,08",88,Q2
9566,9609212,"2,07",174,Q1
9567,9609198,"2,07",174,Q1
9568,9610054,"1,18",108,Q1
9569,9612114,1,1,Q4
9570,9607157,1,1,Q4
9571,9605223,"1,74",189,Q1
9572,9612194,"5,76",673,Q1
9573,9605058,1,1,Q4
9574,9611148,1,1,Q4
9575,9605183,1,1,Q4
9576,9612010,"0,39",39,Q2
9577,9602016,"1,57",152,Q1
9578,9601021,1,1,Q4
9579,9607164,1,1,Q4
9580,9602099,1,1,Q4
9581,9603111,1,1,Q4
9582,9608115,1,1,Q4
9583,9609129,1,1,Q4
9584,9612153,"5,07",274,Q1
9585,9612088,"0,50",48,Q3
9586,9606051,"2,50",283,-
9587,9606005,"1,18",108,Q1
9588,9612013,1,1,Q4
9589,9603160,"1,18",108,Q1
9590,9607173,"1,08",88,Q2
9591,9611024,"1,18",108,Q1
9592,9606059,"1,18",108,Q1
9593,9610069,"0,93",119,Q2
9594,9612030,"1,69",116,Q1
9595,9607127,1,1,Q4
9596,9612075,"1,08",88,Q2
9597,9608137,1,1,Q4
9598,9611032,"2,07",174,Q1
9599,9607024,"1,18",108,Q1
9600,9608194,"2,07",174,Q1
9601,9607148,"5,07",274,Q1
9602,9607050,"15,65",363,Q1
9603,9609161,1,1,Q4
9604,9606193,"2,07",174,Q1
9605,9602049,"2,07",174,Q1
9606,9604159,1,1,Q4
9607,9611171,"2,50",283,-
9608,9609169,1,1,Q4
9609,9608121,1,1,Q4
9610,9611213,"2,07",174,Q1
9611,9610109,"2,50",283,-
9612,9611041,"1,18",108,Q1
9613,9604108,"0,93",119,Q2
9614,9611036,"2,07",174,Q1
9615,9607041,1,1,Q4
9616,9605081,1,1,Q4
9617,9610015,1,1,Q4
9618,9603132,1,1,Q4
9619,9608186,1,1,Q4
9620,9604066,"1,08",88,Q2
9621,9603080,1,1,Q4
9622,9609174,"2,07",174,Q1
9623,9611202,"2,07",174,Q1
9624,9611188,1,1,Q4
9625,9605040,"1,09",198,Q1
9626,9606160,1,1,Q4
9627,9611101,1,1,Q4
9628,9604129,"2,07",174,Q1
9629,9604077,"2,07",174,Q1
9630,9604096,"2,07",174,Q1
9631,9602085,"0,93",119,Q2
9632,9606007,"1,09",198,Q1
9633,9603052,"0,46",65,Q3
9634,9604187,1,1,Q4
9635,9607133,1,1,Q4
9636,9603031,"2,50",283,-
9637,9606054,"2,50",283,-
9638,9612117,"2,07",174,Q1
9639,9604124,"1,08",88,Q2
9640,9603194,"2,07",174,Q1
9641,9612080,"2,07",174,Q1
9642,9605026,"1,57",152,Q1
9643,9603046,1,1,Q4
9644,9603006,"1,08",88,Q2
9645,9610086,"2,50",283,-
9646,9601158,1,1,Q4
9647,9610242,"1,18",108,Q1
9648,9605023,1,1,Q4
9649,9612051,"2,50",283,-
9650,9605171,1,1,Q4
9651,9605028,"2,07",174,Q1
9652,9606002,"1,08",88,Q2
9653,9607088,1,1,Q4
9654,9610011,"1,74",189,Q1
9655,9606075,"1,18",108,Q1
9656,9602104,"1,25",5,Q3
9657,9611210,"1,08",88,Q2
9658,9611054,1,1,Q4
9659,9606157,"2,50",283,-
9660,9607129,"2,07",174,Q1
9661,9610125,"2,07",174,Q1
9662,9606069,"2,50",283,-
9663,9603057,"2,50",283,-
9664,9609122,"1,01",60,Q2
9665,9608105,"2,07",174,Q1
9666,9610093,1,1,Q4
9667,9610218,"2,50",283,-
9668,9610174,1,1,Q4
9669,9608169,"1,57",152,Q1
9670,9612167,"5,07",274,Q1
9671,9609153,1,1,Q4
9672,9604160,"1,70",71,Q1
9673,9607020,"2,07",174,Q1
9674,9608110,"2,07",174,Q1
9675,9604004,"1,18",108,Q1
9676,9610063,1,1,Q4
9677,9611102,"1,08",88,Q2
9678,9607189,"2,50",283,-
9679,9605225,"1,18",108,Q1
9680,9610113,1,1,Q4
9681,9604036,"1,09",198,Q1
9682,9606107,1,1,Q4
9683,9612018,"1,08",88,Q2
9684,9611104,"2,07",174,Q1
9685,9612147,"5,76",673,Q1
9686,9606182,1,1,Q4
9687,9601104,"2,50",283,-
9688,9605162,"0,37",45,Q4
9689,9603112,"1,18",108,Q1
9690,9602147,1,1,Q4
9691,9601132,"5,76",673,Q1
9692,9604014,1,1,Q4
9693,9606039,1,1,Q4
9694,9608098,1,1,Q4
9695,9611136,"2,07",174,Q1
9696,9604132,1,1,Q4
9697,9610216,1,1,Q4
9698,9609200,1,1,Q4
9699,9612021,1,1,Q4
9700,9604089,"2,07",174,Q1
9701,9611182,"5,07",274,Q1
9702,9604076,1,1,Q4
9703,9604157,1,1,Q4
9704,9601030,1,1,Q4
9705,9605158,1,1,Q4
9706,9603137,1,1,Q4
9707,9610139,"5,76",673,Q1
9708,9604191,"1,08",88,Q2
9709,9612129,"2,07",174,Q1
9710,9604095,1,1,Q4
9711,9601009,1,1,Q4
9712,9609001,1,1,Q4
9713,9601106,1,1,Q4
9714,9609159,"1,08",88,Q2
9715,9611189,"2,50",283,-
9716,9605071,1,1,Q4
9717,9605036,"2,07",174,Q1
9718,9606099,1,1,Q4
9719,9607056,"2,50",283,-
9720,9608190,1,1,Q4
9721,9608191,1,1,Q4
9722,9601092,"1,08",88,Q2
9723,9603068,"2,50",283,-
9724,9608106,"2,07",174,Q1
9725,9603053,"1,57",152,Q1
9726,9612181,"2,07",174,Q1
9727,9612041,"1,18",108,Q1
9728,9608058,"1,18",108,Q1
9729,9607193,"2,07",174,Q1
9730,9611167,1,1,Q4
9731,9606115,"0,93",119,Q2
9732,9606139,"2,07",174,Q1
9733,9603185,"0,93",119,Q2
9734,9601105,"0,93",119,Q2
9735,9605134,1,1,Q4
9736,9611165,"2,50",283,-
9737,9601124,"0,93",119,Q2
9738,9601085,"2,07",174,Q1
9739,9608162,"1,08",88,Q2
9740,9605105,"2,07",174,Q1
9741,9612112,"1,08",88,Q2
9742,9605145,1,1,Q4
9743,9606083,1,1,Q4
9744,9610175,"2,50",283,-
9745,9609203,"1,08",88,Q2
9746,9609177,"1,09",198,Q1
9747,9608143,"5,07",274,Q1
9748,9603020,"2,50",283,-
9749,9608154,"2,07",174,Q1
9750,9609071,"2,07",174,Q1
9751,9610186,1,1,Q4
9752,9602029,1,1,Q4
9753,9610096,1,1,Q4
9754,9610235,1,1,Q4
9755,9610180,"2,50",283,-
9756,9609036,"2,07",174,Q1
9757,9608099,1,1,Q4
9758,9604046,1,1,Q4
9759,9612219,1,1,Q4
9760,9612090,"1,57",152,Q1
9761,9605234,1,1,Q4
9762,9610215,"2,50",283,-
9763,9603021,"1,74",189,Q1
9764,9608067,1,1,Q4
9765,9611190,"1,70",71,Q1
9766,9611091,1,1,Q4
9767,9610111,"2,07",174,Q1
9768,9602143,1,1,Q4
9769,9607181,1,1,Q4
9770,9605232,"2,07",174,Q1
9771,9607067,1,1,Q4
9772,9610220,"0,93",119,Q2
9773,9609194,"0,93",119,Q2
9774,9610158,1,1,Q4
9775,9612069,1,1,Q4
9776,9605196,"1,09",198,Q1
9777,9603188,"2,50",283,-
9778,9602047,"1,08",88,Q2
9779,9606078,"1,18",108,Q1
9780,9610171,"2,50",283,-
9781,9606169,1,1,Q4
9782,9607076,1,1,Q4
9783,9609023,1,1,Q4
9784,9612188,1,1,Q4
9785,9601116,"1,69",116,Q1
9786,9601108,"2,07",174,Q1
9787,9611013,1,1,Q4
9788,9602169,1,1,Q4
9789,9612171,1,1,Q4
9790,9604194,1,1,Q4
9791,9603128,1,1,Q4
9792,9606029,"2,07",174,Q1
9793,9607225,"1,18",108,Q1
9794,9612115,"2,07",174,Q1
9795,9603103,"0,93",119,Q2
9796,9605020,1,1,Q4
9797,9610018,"2,07",174,Q1
9798,9607110,"2,07",174,Q1
9799,9612238,1,1,Q4
9800,9608056,"1,09",198,Q1
9801,9611150,"2,50",283,-
9802,9606004,"2,07",174,Q1
9803,9611038,"2,07",174,Q1
9804,9612149,"0,93",119,Q2
9805,9602081,1,1,Q4
9806,9609025,1,1,Q4
9807,9601037,1,1,Q4
9808,9605163,1,1,Q4
9809,9601141,"1,08",88,Q2
9810,9602105,"2,50",283,-
9811,9610089,1,1,Q4
9812,9612089,1,1,Q4
9813,9610071,"1,09",198,Q1
9814,9608051,1,1,Q4
9815,9608096,"1,57",152,Q1
9816,9604057,1,1,Q4
9817,9609121,1,1,Q4
9818,9611161,"2,50",283,-
9819,9601130,"1,18",108,Q1
9820,9610120,1,1,Q4
9821,9605129,1,1,Q4
9822,9601065,1,1,Q4
9823,9610176,1,1,Q4
9824,9601136,"2,50",283,-
9825,9603014,"0,65",63,Q2
9826,9610013,"1,74",189,Q1
9827,9610199,1,1,Q4
9828,9607090,1,1,Q4
9829,9602046,"2,50",283,-
9830,9605009,"2,07",174,Q1
9831,9609069,1,1,Q4
9832,9611146,"2,07",174,Q1
9833,9602171,1,1,Q4
9834,9608034,"2,07",174,Q1
9835,9610024,"1,08",88,Q2
9836,9607012,1,1,Q4
9837,9610078,1,1,Q4
9838,9609127,1,1,Q4
9839,9601060,1,1,Q4
9840,9611208,"5,07",274,Q1
9841,9607236,"2,50",283,-
9842,9609150,"2,50",283,-
9843,9606048,1,1,Q4
9844,9605179,1,1,Q4
9845,9610042,1,1,Q4
9846,9602031,1,1,Q4
9847,9602155,1,1,Q4
9848,9608095,"2,07",174,Q1
9849,9601098,1,1,Q4
9850,9612156,1,1,Q4
9851,9608041,"2,57",120,Q2
9852,9603030,"2,50",283,-
9853,9607194,"2,07",174,Q1
9854,9601094,"2,50",283,-
9855,9611076,1,1,Q4
9856,9610007,"1,18",108,Q1
9857,9607066,1,1,Q4
9858,9606101,"1,09",198,Q1
9859,9609163,"1,18",108,Q1
9860,9609126,"2,07",174,Q1
9861,9601059,"2,07",174,Q1
9862,9609026,"2,50",283,-
9863,9603124,1,1,Q4
9864,9602106,1,1,Q4
9865,9607228,"2,07",165,Q1
9866,9602080,"2,07",174,Q1
9867,9601069,"2,07",174,Q1
9868,9610252,"2,50",283,-
9869,9610182,"1,09",198,Q1
9870,9604055,"2,07",174,Q1
9871,9606064,1,1,Q4
9872,9612175,1,1,Q4
9873,9603025,1,1,Q4
9874,9606082,"2,07",174,Q1
9875,9612102,"1,74",189,Q1
9876,9607064,"2,07",174,Q1
9877,9612073,"2,50",283,-
9878,9605146,1,1,Q4
9879,9607046,1,1,Q4
9880,9608012,"2,07",174,Q1
9881,9607053,1,1,Q4
9882,9605082,"2,07",174,Q1
9883,9601072,"2,07",174,Q1
9884,9606003,"2,07",174,Q1
9885,9603029,1,1,Q4
9886,9603141,1,1,Q4
9887,9611113,1,1,Q4
9888,9609178,"2,50",283,-
9889,9612240,"2,07",174,Q1
9890,9607101,"0,93",119,Q2
9891,9608152,"2,50",283,-
9892,9610248,"1,18",108,Q1
9893,9605211,"1,18",108,Q1
9894,9606086,"2,07",174,Q1
9895,9606045,1,1,Q4
9896,9611198,1,1,Q4
9897,9612019,"1,18",108,Q1
9898,9612026,1,1,Q4
9899,9608159,1,1,Q4
9900,9604199,"0,83",82,Q1
9901,9602025,"1,57",152,Q1
9902,9608171,"1,18",108,Q1
9903,9602161,1,1,Q4
9904,9609215,"0,37",45,Q4
9905,9602074,"2,07",174,Q1
9906,9604061,"0,93",119,Q2
9907,9612046,1,1,Q4
9908,9605117,"1,74",189,Q1
9909,9608173,"2,07",174,Q1
9910,9609222,1,1,Q4
9911,9612045,1,1,Q4
9912,9607103,"0,93",119,Q2
9913,9609064,"5,76",673,Q1
9914,9611063,"2,07",174,Q1
9915,9607184,"2,07",174,Q1
9916,9603033,"2,07",174,Q1
9917,9605215,"2,50",283,-
9918,9609213,1,1,Q4
9919,9610130,1,1,Q4
9920,9608093,"1,08",88,Q2
9921,9611001,1,1,Q4
9922,9611232,1,1,Q4
9923,9601039,"1,18",108,Q1
9924,9602124,"2,50",283,-
9925,9610108,"0,65",63,Q2
9926,9601133,1,1,Q4
9927,9602139,1,1,Q4
9928,9607003,"1,57",152,Q1
9929,9609105,"1,74",189,Q1
9930,9603015,1,1,Q4
9931,9609202,"2,07",174,Q1
9932,9608053,"2,07",174,Q1
9933,9606131,1,1,Q4
9934,9605091,"2,07",174,Q1
9935,9612002,"1,08",88,Q2
9936,9605175,"1,08",88,Q2
9937,9612221,1,1,Q4
9938,9609094,1,1,Q4
9939,9607107,"2,07",174,Q1
9940,9611142,"2,50",283,-
9941,9601172,1,1,Q4
9942,9612016,"1,09",198,Q1
9943,9611093,1,1,Q4
9944,9611031,"2,50",283,-
9945,9602172,1,1,Q4
9946,9605074,1,1,Q4
9947,9607047,1,1,Q4
9948,9609205,"1,57",152,Q1
9949,9606112,"2,07",174,Q1
9950,9612034,1,1,Q4
9951,9605083,"1,50",139,Q1
9952,9611155,"2,50",283,-
9953,9601007,1,1,Q4
9954,9601079,"1,08",88,Q2
9955,9602177,"2,07",174,Q1
9956,9612236,1,1,Q4
9957,9608172,1,1,Q4
9958,9601123,"2,07",174,Q1
9959,9602173,"2,07",174,Q1
9960,9603069,"1,18",108,Q1
9961,9601125,"2,50",283,-
9962,9602051,"5,76",673,Q1
9963,9606096,1,1,Q4
9964,9607084,"1,08",88,Q2
9965,9602103,"2,50",283,-
9966,9609047,1,1,Q4
9967,9610231,1,1,Q4
9968,9603190,"2,07",174,Q1
9969,9608082,"2,07",174,Q1
9970,9603175,1,1,Q4
9971,9612025,"2,07",174,Q1
9972,9612132,1,1,Q4
9973,9605034,1,1,Q4
9974,9603139,1,1,Q4
9975,9609166,"2,07",174,Q1
9976,9606132,"2,50",283,-
9977,9604019,"0,93",119,Q2
9978,9604028,"5,76",673,Q1
9979,9605210,1,1,Q4
9980,9603202,1,1,Q4
9981,9608184,1,1,Q4
9982,9606170,1,1,Q4
9983,9601157,1,1,Q4
9984,9607027,"1,18",108,Q1
9985,9607007,"2,50",283,-
9986,9609231,1,1,Q4
9987,9609065,"1,18",108,Q1
9988,9611049,1,1,Q4
9989,9609097,"1,18",108,Q1
9990,9603163,"1,18",108,Q1
9991,9607018,"2,07",174,Q1
9992,9603011,"2,07",174,Q1
9993,9601121,"0,46",65,Q3
9994,9611107,1,1,Q4
9995,9611236,"0,93",119,Q2
9996,9604016,"2,07",174,Q1
9997,9602042,"1,08",88,Q2
9998,9610016,"2,07",174,Q1
9999,9607179,1,1,Q4
10000,9612071,1,1,Q4
10001,9611039,"2,07",174,Q1
10002,9608155,"2,50",283,-
10003,9602001,1,1,Q4
10004,9607153,"2,07",174,Q1
10005,9607025,1,1,Q4
10006,9605217,1,1,Q4
10007,9612086,1,1,Q4
10008,9606087,1,1,Q4
10009,9609160,1,1,Q4
10010,9607031,"0,37",45,Q4
10011,9612227,1,1,Q4
10012,9601001,1,1,Q4
10013,9604139,"2,50",283,-
10014,9602126,"2,50",283,-
10015,9603034,"2,50",283,-
10016,9612063,1,1,Q4
10017,9608006,"2,50",283,-
10018,9607069,1,1,Q4
10019,9612229,"2,07",174,Q1
10020,9610048,1,1,Q4
10021,9606001,"1,57",152,Q1
10022,9612207,"2,50",283,-
10023,9610160,1,1,Q4
10024,9610084,1,1,Q4
10025,9602165,"1,57",152,Q1
10026,9609135,"1,08",88,Q2
10027,9606154,1,1,Q4
10028,9610058,1,1,Q4
10029,9601049,"2,07",174,Q1
10030,9604186,"1,74",189,Q1
10031,9605141,"1,09",198,Q1
10032,9609138,1,1,Q4
10033,9611187,"1,69",116,Q1
10034,9607210,"2,07",174,Q1
10035,9601043,1,1,Q4
10036,9603127,"5,76",673,Q1
10037,9607086,1,1,Q4
10038,9609084,"2,07",174,Q1
10039,9606126,1,1,Q4
10040,9607132,"0,84",53,Q1
10041,9609102,"1,18",108,Q1
10042,9606033,"2,07",174,Q1
10043,9602132,1,1,Q4
10044,9607070,1,1,Q4
10045,9606067,1,1,Q4
10046,9607092,1,1,Q4
10047,9602123,1,1,Q4
10048,9610166,1,1,Q4
10049,9603105,1,1,Q4
10050,9607231,1,1,Q4
10051,9604125,"2,07",174,Q1
10052,9612128,1,1,Q4
10053,9603108,1,1,Q4
10054,9606035,1,1,Q4
10055,9602019,1,1,Q4
10056,9610045,"2,07",174,Q1
10057,9611138,1,1,Q4
10058,9610065,1,1,Q4
10059,9612119,1,1,Q4
10060,9604119,1,1,Q4
10061,9604071,"1,18",108,Q1
10062,9610153,"0,46",65,Q3
10063,9611195,1,1,Q4
10064,9605050,"2,07",174,Q1
10065,9603159,1,1,Q4
10066,9603089,"2,07",174,Q1
10067,9605186,"1,08",88,Q2
10068,9603077,1,1,Q4
10069,9604099,1,1,Q4
10070,9612239,"2,07",174,Q1
10071,9611007,1,1,Q4
10072,9608045,"2,50",283,-
10073,9611197,"2,07",174,Q1
10074,9605109,"2,50",283,-
10075,9612225,1,1,Q4
10076,9610038,"0,73",62,Q2
10077,9604111,"2,50",283,-
10078,9608158,1,1,Q4
10079,9611103,"2,50",283,-
10080,9607068,1,1,Q4
10081,9606163,"1,57",152,Q1
10082,9611087,"0,77",99,Q2
10083,9603009,"2,07",174,Q1
10084,9609117,"0,93",119,Q2
10085,9610206,1,1,Q4
10086,9605126,1,1,Q4
10087,9608168,1,1,Q4
10088,9606143,"2,07",165,Q1
10089,9602053,1,1,Q4
10090,9603022,1,1,Q4
10091,9604104,"1,01",60,Q2
10092,9610188,"1,57",152,Q1
10093,9612028,1,1,Q4
10094,9611075,1,1,Q4
10095,9601128,"5,76",673,Q1
10096,9612201,"1,74",189,Q1
10097,9608136,"2,50",283,-
10098,9602015,"2,50",283,-
10099,9608073,1,1,Q4
10100,9604043,1,1,Q4
10101,9611186,"2,07",174,Q1
10102,9601003,"2,07",174,Q1
10103,9607170,"1,09",198,Q1
10104,9610150,"2,07",174,Q1
10105,9607094,1,1,Q4
10106,9604185,1,1,Q4
10107,9603187,"2,07",174,Q1
10108,9605156,"0,73",62,Q2
10109,9604179,"2,07",174,Q1
10110,9611043,1,1,Q4
10111,9608127,"2,07",174,Q1
10112,9606117,"2,07",174,Q1
10113,9604128,1,1,Q4
10114,9601015,"0,84",53,Q1
10115,9610221,"1,09",198,Q1
10116,9607183,1,1,Q4
10117,9603071,1,1,Q4
10118,9607023,1,1,Q4
10119,9609171,"1,09",198,Q1
10120,9609046,1,1,Q4
10121,9610233,"0,63",60,Q3
10122,9607049,"2,07",174,Q1
10123,9607028,1,1,Q4
10124,9608176,1,1,Q4
10125,9602084,"2,07",174,Q1
10126,9604120,1,1,Q4
10127,9603180,"1,08",88,Q2
10128,9608075,1,1,Q4
10129,9607171,"2,50",283,-
10130,9606098,"2,07",174,Q1
10131,9602113,"0,93",119,Q2
10132,9605031,1,1,Q4
10133,9610039,1,1,Q4
10134,9609081,"1,01",60,Q2
10135,9606090,"2,07",174,Q1
10136,9608052,1,1,Q4
10137,9610178,"1,09",198,Q1
10138,9606149,"2,50",283,-
10139,9611067,1,1,Q4
10140,9608014,"0,93",119,Q2
10141,9602043,"2,07",174,Q1
10142,9604092,"0,93",119,Q2
10143,9602136,"2,50",283,-
10144,9605174,"1,08",88,Q2
10145,9601022,1,1,Q4
10146,9609170,"2,07",174,Q1
10147,9610034,"0,38",58,Q3
10148,9609037,1,1,Q4
10149,9605229,"2,50",283,-
10150,9603184,1,1,Q4
10151,9602076,1,1,Q4
10152,9610247,"1,08",88,Q2
10153,9601175,1,1,Q4
10154,9609133,"0,93",119,Q2
10155,9605194,1,1,Q4
10156,9607015,"2,50",283,-
10157,9612146,"2,50",283,-
10158,9606179,1,1,Q4
10159,9609193,"2,50",283,-
10160,9607074,"2,50",283,-
10161,9610155,"2,50",283,-
10162,9601143,"2,07",174,Q1
10163,9611109,1,1,Q4
10164,9612161,1,1,Q4
10165,9607146,1,1,Q4
10166,9604010,"2,07",174,Q1
10167,9609147,"0,46",65,Q3
10168,9603157,"2,50",283,-
10169,9609051,1,1,Q4
10170,9604133,1,1,Q4
10171,9609233,"4,06",261,Q1
10172,9606128,1,1,Q4
10173,9606177,"5,76",673,Q1
10174,9604141,1,1,Q4
10175,9611217,"1,47",106,Q2
10176,9605235,1,1,Q4
10177,9610227,"2,50",283,-
10178,9611072,"5,76",673,Q1
10179,9609208,1,1,Q4
10180,9605159,"2,07",174,Q1
10181,9610074,"2,50",283,-
10182,9611071,1,1,Q4
10183,9609183,"2,50",283,-
10184,9604176,1,1,Q4
10185,9611003,1,1,Q4
10186,9606043,"2,07",174,Q1
10187,9612121,1,1,Q4
10188,9611078,"2,50",283,-
10189,9611200,"0,63",63,Q1
10190,9611089,1,1,Q4
10191,9603138,"2,07",174,Q1
10192,9601153,1,1,Q4
10193,9605016,"2,07",174,Q1
10194,9602127,"1,09",198,Q1
10195,9607147,"2,50",283,-
10196,9603078,1,1,Q4
10197,9610072,1,1,Q4
10198,9607097,"1,08",88,Q2
10199,9608195,1,1,Q4
10200,9612162,1,1,Q4
10201,9607207,1,1,Q4
10202,9604161,1,1,Q4
10203,9608042,1,1,Q4
10204,9606023,"0,93",119,Q2
10205,9610131,1,1,Q4
10206,9602162,1,1,Q4
10207,9601055,1,1,Q4
10208,9609188,"2,50",283,-
10209,9612196,1,1,Q4
10210,9608025,"2,50",283,-
10211,9612032,1,1,Q4
10212,9601142,"2,07",174,Q1
10213,9605104,"2,07",174,Q1
10214,9605097,"2,07",174,Q1
10215,9612049,1,1,Q4
10216,9605135,"1,08",88,Q2
10217,9611168,"0,93",119,Q2
10218,9607182,"2,50",283,-
10219,9609158,"2,50",283,-
10220,9605231,"2,50",283,-
10221,9602014,"2,50",283,-
10222,9610144,"1,18",108,Q1
10223,9610193,"9,15",1226,Q1
10224,9602094,"2,50",283,-
10225,9606184,1,1,Q4
10226,9611060,1,1,Q4
10227,9608016,1,1,Q4
10228,9604003,"1,18",108,Q1
10229,9603072,1,1,Q4
10230,9610124,"2,50",283,-
10231,9610184,"1,18",108,Q1
10232,9603172,1,1,Q4
10233,9605099,"2,07",174,Q1
10234,9602064,"2,07",174,Q1
10235,9607139,1,1,Q4
10236,9601057,"2,07",174,Q1
10237,9606093,"2,50",283,-
10238,9604121,"5,76",673,Q1
10239,9603055,"2,50",283,-
10240,9602011,1,1,Q4
10241,9608141,1,1,Q4
10242,9604165,"2,07",174,Q1
10243,9605139,"0,25",38,Q3
10244,9607075,"2,50",283,-
10245,9607123,1,1,Q4
10246,9607165,1,1,Q4
10247,9604156,1,1,Q4
10248,9602118,1,1,Q4
10249,9612139,1,1,Q4
10250,9610035,"2,50",283,-
10251,9608019,"2,50",283,-
10252,9612133,"2,07",174,Q1
10253,9611035,1,1,Q4
10254,9606158,1,1,Q4
10255,9611047,"2,07",174,Q1
10256,9601161,"1,18",108,Q1
10257,9601154,"2,50",283,-
10258,9609186,1,1,Q4
10259,9607014,"0,93",119,Q2
10260,9605219,"2,07",174,Q1
